DATE,WLEMUINDXD
18/12/2014,85.59
19/12/2014,15.75
20/12/2014,12.23
21/12/2014,10.61
22/12/2014,12.53
23/12/2014,9.82
24/12/2014,17.29
25/12/2014,11.4
26/12/2014,10.8
27/12/2014,13.85
28/12/2014,32.98
29/12/2014,12.87
30/12/2014,30.1
31/12/2014,101.77
1/1/2015,54.58
2/1/2015,20.38
3/1/2015,65.17
4/1/2015,64.23
5/1/2015,12.53
6/1/2015,9.34
7/1/2015,14.97
8/1/2015,26.03
9/1/2015,7.76
10/1/2015,11.87
11/1/2015,19.88
12/1/2015,11.86
13/1/2015,8.98
14/1/2015,7.2
15/1/2015,12.79
16/1/2015,15.58
17/1/2015,22.76
18/1/2015,28.66
19/1/2015,25.12
20/1/2015,18.38
21/1/2015,57.01
22/1/2015,30.68
23/1/2015,15.4
24/1/2015,34.23
25/1/2015,19.69
26/1/2015,11.86
27/1/2015,45.21
28/1/2015,14.93
29/1/2015,6.4
30/1/2015,115.71
31/1/2015,67.26
1/2/2015,9.71
2/2/2015,12.27
3/2/2015,9.06
4/2/2015,7.33
5/2/2015,12.86
6/2/2015,23.26
7/2/2015,22.89
8/2/2015,29.83
9/2/2015,48.3
10/2/2015,73.17
11/2/2015,58.88
12/2/2015,6.43
13/2/2015,7.96
14/2/2015,22.8
15/2/2015,19.75
16/2/2015,12.26
17/2/2015,9.48
18/2/2015,7.48
19/2/2015,124.64
20/2/2015,7.77
21/2/2015,11.08
22/2/2015,9.52
23/2/2015,11.66
24/2/2015,9.05
25/2/2015,7.2
26/2/2015,6.43
27/2/2015,7.7
28/2/2015,11.29
1/3/2015,9.64
2/3/2015,11.78
3/3/2015,8.99
4/3/2015,7.38
5/3/2015,6.47
6/3/2015,7.73
7/3/2015,11.21
8/3/2015,9.75
9/3/2015,47.28
10/3/2015,8.94
11/3/2015,7.28
12/3/2015,6.36
13/3/2015,7.62
14/3/2015,11.33
15/3/2015,9.6
16/3/2015,11.81
17/3/2015,8.96
18/3/2015,29.26
19/3/2015,19.73
20/3/2015,31.01
21/3/2015,11.59
22/3/2015,48.66
23/3/2015,47.18
24/3/2015,26.92
25/3/2015,14.45
26/3/2015,6.42
27/3/2015,7.54
28/3/2015,88.69
29/3/2015,18.47
30/3/2015,11.96
31/3/2015,9.11
1/4/2015,7.3
2/4/2015,45.55
3/4/2015,39.48
4/4/2015,179.95
5/4/2015,96.8
6/4/2015,49.33
7/4/2015,35.17
8/4/2015,7.23
9/4/2015,6.3
10/4/2015,7.73
11/4/2015,22.34
12/4/2015,28.73
13/4/2015,22.61
14/4/2015,26.3
15/4/2015,14.27
16/4/2015,6.23
17/4/2015,7.64
18/4/2015,22.7
19/4/2015,19.03
20/4/2015,11.31
21/4/2015,8.73
22/4/2015,6.93
23/4/2015,6.29
24/4/2015,7.49
25/4/2015,45.57
26/4/2015,9.72
27/4/2015,11.46
28/4/2015,8.84
29/4/2015,7.28
30/4/2015,19.44
1/5/2015,7.59
2/5/2015,11.36
3/5/2015,38.67
4/5/2015,11.82
5/5/2015,17.85
6/5/2015,14.72
7/5/2015,32.47
8/5/2015,7.88
9/5/2015,70.05
10/5/2015,20.24
11/5/2015,12.2
12/5/2015,9.11
13/5/2015,7.29
14/5/2015,6.48
15/5/2015,7.8
16/5/2015,11.87
17/5/2015,9.84
18/5/2015,12.23
19/5/2015,9.19
20/5/2015,7.36
21/5/2015,13.34
22/5/2015,31.49
23/5/2015,47.47
24/5/2015,10.37
25/5/2015,18.27
26/5/2015,31.73
27/5/2015,7.65
28/5/2015,6.6
29/5/2015,8
30/5/2015,11.77
31/5/2015,10.27
1/6/2015,12.5
2/6/2015,9.33
3/6/2015,7.63
4/6/2015,19.77
5/6/2015,81.73
6/6/2015,11.86
7/6/2015,100.92
8/6/2015,12.76
9/6/2015,9.55
10/6/2015,7.65
11/6/2015,7.17
12/6/2015,24.68
13/6/2015,12.41
14/6/2015,10.23
15/6/2015,12.53
16/6/2015,9.63
17/6/2015,7.83
18/6/2015,6.89
19/6/2015,8.38
20/6/2015,12.63
21/6/2015,10.49
22/6/2015,38.87
23/6/2015,48.32
24/6/2015,8.03
25/6/2015,6.98
26/6/2015,16.77
27/6/2015,12.73
28/6/2015,10.76
29/6/2015,12.88
30/6/2015,60.07
1/7/2015,32.88
2/7/2015,7.32
3/7/2015,9.85
4/7/2015,16.51
5/7/2015,11.44
6/7/2015,41.48
7/7/2015,40.91
8/7/2015,122.87
9/7/2015,36.82
10/7/2015,34.35
11/7/2015,135.01
12/7/2015,108.11
13/7/2015,26.25
14/7/2015,39.73
15/7/2015,16.3
16/7/2015,7.27
17/7/2015,17.09
18/7/2015,13.49
19/7/2015,43.17
20/7/2015,27.18
21/7/2015,19.86
22/7/2015,24.43
23/7/2015,7.38
24/7/2015,8.77
25/7/2015,13.22
26/7/2015,10.51
27/7/2015,26.65
28/7/2015,9.99
29/7/2015,16.66
30/7/2015,7.22
31/7/2015,17.11
1/8/2015,13.05
2/8/2015,10.98
3/8/2015,12.87
4/8/2015,200.88
5/8/2015,16.41
6/8/2015,6.99
7/8/2015,8.72
8/8/2015,13.07
9/8/2015,10.86
10/8/2015,13.58
11/8/2015,10.14
12/8/2015,8.33
13/8/2015,43.12
14/8/2015,8.58
15/8/2015,13.33
16/8/2015,44.43
17/8/2015,13.81
18/8/2015,9.97
19/8/2015,7.85
20/8/2015,6.75
21/8/2015,219
22/8/2015,114.1
23/8/2015,63.15
24/8/2015,374.86
25/8/2015,716.48
26/8/2015,245.51
27/8/2015,60.31
28/8/2015,154.88
29/8/2015,228
30/8/2015,267.08
31/8/2015,74.79
1/9/2015,102.98
2/9/2015,69.27
3/9/2015,59.14
4/9/2015,169.87
5/9/2015,287.77
6/9/2015,124.7
7/9/2015,92.36
8/9/2015,74.75
9/9/2015,106.98
10/9/2015,65.2
11/9/2015,101.94
12/9/2015,113.35
13/9/2015,141.81
14/9/2015,77.41
15/9/2015,10.6
16/9/2015,32.21
17/9/2015,83.16
18/9/2015,70.88
19/9/2015,11.47
20/9/2015,90.83
21/9/2015,63.55
22/9/2015,47.97
23/9/2015,77.41
24/9/2015,44.77
25/9/2015,23.28
26/9/2015,76.9
27/9/2015,58.99
28/9/2015,60.79
29/9/2015,67.08
30/9/2015,45.36
1/10/2015,56.24
2/10/2015,46.42
3/10/2015,66.31
4/10/2015,129.85
5/10/2015,25.21
6/10/2015,37.58
7/10/2015,30.36
8/10/2015,18.86
9/10/2015,15.94
10/10/2015,56.11
11/10/2015,81.63
12/10/2015,13.47
13/10/2015,28.98
14/10/2015,62.33
15/10/2015,20.07
16/10/2015,23.73
17/10/2015,58.78
18/10/2015,61.43
19/10/2015,37.17
20/10/2015,9.15
21/10/2015,15.11
22/10/2015,26.36
23/10/2015,71.71
24/10/2015,135.17
25/10/2015,38.89
26/10/2015,12.32
27/10/2015,9.32
28/10/2015,45.35
29/10/2015,6.77
30/10/2015,23.27
31/10/2015,10.98
1/11/2015,19.6
2/11/2015,49.3
3/11/2015,18.19
4/11/2015,44.54
5/11/2015,6.68
6/11/2015,7.95
7/11/2015,11.26
8/11/2015,9.8
9/11/2015,12.24
10/11/2015,9.67
11/11/2015,15.72
12/11/2015,6.74
13/11/2015,8.03
14/11/2015,11.84
15/11/2015,41.59
16/11/2015,37.99
17/11/2015,18.52
18/11/2015,7.81
19/11/2015,6.69
20/11/2015,64.03
21/11/2015,11.38
22/11/2015,57.55
23/11/2015,12.18
24/11/2015,9.45
25/11/2015,7.66
26/11/2015,9.31
27/11/2015,9.88
28/11/2015,12.89
29/11/2015,10.63
30/11/2015,12.52
1/12/2015,9.75
2/12/2015,7.81
3/12/2015,13.55
4/12/2015,8.26
5/12/2015,23.46
6/12/2015,20.51
7/12/2015,12.14
8/12/2015,9.62
9/12/2015,15.81
10/12/2015,6.75
11/12/2015,25.66
12/12/2015,12.46
13/12/2015,32.21
14/12/2015,27.1
15/12/2015,78.01
16/12/2015,58.09
17/12/2015,56.91
18/12/2015,26.2
19/12/2015,25.56
20/12/2015,67.6
21/12/2015,13.84
22/12/2015,42.63
23/12/2015,8.98
24/12/2015,8.52
25/12/2015,15.33
26/12/2015,16.94
27/12/2015,47.61
28/12/2015,44.06
29/12/2015,55.4
30/12/2015,36.48
31/12/2015,57.65
1/1/2016,80.76
2/1/2016,31.17
3/1/2016,80.79
4/1/2016,26.7
5/1/2016,9.88
6/1/2016,7.95
7/1/2016,21.06
8/1/2016,127.99
9/1/2016,24.23
10/1/2016,123.84
11/1/2016,52.37
12/1/2016,19.54
13/1/2016,47.15
14/1/2016,27.24
15/1/2016,108.08
16/1/2016,235.27
17/1/2016,62.48
18/1/2016,42.69
19/1/2016,101.49
20/1/2016,55.18
21/1/2016,203.34
22/1/2016,75.38
23/1/2016,261.03
24/1/2016,105.33
25/1/2016,65.26
26/1/2016,38.49
27/1/2016,84.7
28/1/2016,21.11
29/1/2016,32.9
30/1/2016,36.17
31/1/2016,131.25
1/2/2016,86.83
2/2/2016,56.56
3/2/2016,51.91
4/2/2016,6.43
5/2/2016,16.06
6/2/2016,23.54
7/2/2016,100.43
8/2/2016,39.74
9/2/2016,9.7
10/2/2016,84.21
11/2/2016,93.13
12/2/2016,64.11
13/2/2016,74.07
14/2/2016,70.5
15/2/2016,55
16/2/2016,29.76
17/2/2016,76.65
18/2/2016,77.94
19/2/2016,31.41
20/2/2016,35.29
21/2/2016,78.43
22/2/2016,24.45
23/2/2016,37.63
24/2/2016,22.29
25/2/2016,6.56
26/2/2016,39.26
27/2/2016,11.86
28/2/2016,128.56
29/2/2016,76.71
1/3/2016,28.79
2/3/2016,43.73
3/3/2016,20.41
4/3/2016,36.81
5/3/2016,108.79
6/3/2016,69.5
7/3/2016,9.84
8/3/2016,7.53
9/3/2016,11.21
10/3/2016,5.29
11/3/2016,6.4
12/3/2016,63.47
13/3/2016,18.33
14/3/2016,10.13
15/3/2016,7.49
16/3/2016,11.11
17/3/2016,5.01
18/3/2016,12.79
19/3/2016,10.78
20/3/2016,17.63
21/3/2016,41.02
22/3/2016,60.98
23/3/2016,5.5
24/3/2016,10.13
25/3/2016,6.37
26/3/2016,32.22
27/3/2016,43.85
28/3/2016,19.85
29/3/2016,43.99
30/3/2016,133.45
31/3/2016,10.06
1/4/2016,6.15
2/4/2016,42.74
3/4/2016,35.03
4/4/2016,74.26
5/4/2016,13.5
6/4/2016,5.28
7/4/2016,18.96
8/4/2016,12.22
9/4/2016,10.4
10/4/2016,26.11
11/4/2016,9.15
12/4/2016,13.92
13/4/2016,15.65
14/4/2016,14.06
15/4/2016,5.96
16/4/2016,10.34
17/4/2016,17.59
18/4/2016,17.43
19/4/2016,6.78
20/4/2016,10.84
21/4/2016,14.99
22/4/2016,30.71
23/4/2016,20.28
24/4/2016,16.86
25/4/2016,9.82
26/4/2016,21.62
27/4/2016,52.97
28/4/2016,4.84
29/4/2016,11.53
30/4/2016,9.85
1/5/2016,17.02
2/5/2016,45.45
3/5/2016,14.02
4/5/2016,21.05
5/5/2016,4.97
6/5/2016,6.32
7/5/2016,30.65
8/5/2016,25.19
9/5/2016,8.71
10/5/2016,6.89
11/5/2016,10.58
12/5/2016,14.3
13/5/2016,6.04
14/5/2016,10.19
15/5/2016,17.33
16/5/2016,33.44
17/5/2016,13.55
18/5/2016,5.26
19/5/2016,4.8
20/5/2016,6.19
21/5/2016,71.69
22/5/2016,26.18
23/5/2016,60.32
24/5/2016,7.54
25/5/2016,5.64
26/5/2016,5.05
27/5/2016,6.31
28/5/2016,10.77
29/5/2016,53.4
30/5/2016,15.69
31/5/2016,42.17
1/6/2016,23.1
2/6/2016,5.07
3/6/2016,13.06
4/6/2016,11.06
5/6/2016,126.84
6/6/2016,56.61
7/6/2016,87.61
8/6/2016,23.21
9/6/2016,5.22
10/6/2016,13.26
11/6/2016,44.36
12/6/2016,53.86
13/6/2016,21.08
14/6/2016,36.62
15/6/2016,35.77
16/6/2016,51.13
17/6/2016,34.53
18/6/2016,11.39
19/6/2016,8.97
20/6/2016,82.94
21/6/2016,23.06
22/6/2016,75.9
23/6/2016,92.52
24/6/2016,547.55
25/6/2016,1079.03
26/6/2016,351.52
27/6/2016,250.34
28/6/2016,481.4
29/6/2016,189.42
30/6/2016,126.12
1/7/2016,149.16
2/7/2016,92.47
3/7/2016,263.38
4/7/2016,85.34
5/7/2016,62.92
6/7/2016,193.06
7/7/2016,60.7
8/7/2016,124.09
9/7/2016,81.87
10/7/2016,105.89
11/7/2016,42.49
12/7/2016,91.38
13/7/2016,85.89
14/7/2016,21.45
15/7/2016,6.95
16/7/2016,46.49
17/7/2016,37.73
18/7/2016,40.84
19/7/2016,32.23
20/7/2016,36.13
21/7/2016,16.47
22/7/2016,14.14
23/7/2016,35.87
24/7/2016,57.26
25/7/2016,10.28
26/7/2016,54.55
27/7/2016,29.86
28/7/2016,22.28
29/7/2016,21.23
30/7/2016,11.44
31/7/2016,28.03
1/8/2016,10.36
2/8/2016,40.5
3/8/2016,17.86
4/8/2016,10.66
5/8/2016,48.34
6/8/2016,22.35
7/8/2016,46.76
8/8/2016,126.99
9/8/2016,48.57
10/8/2016,85.86
11/8/2016,16.22
12/8/2016,13.78
13/8/2016,22.27
14/8/2016,55.62
15/8/2016,31.29
16/8/2016,7.91
17/8/2016,6.1
18/8/2016,5.23
19/8/2016,20.11
20/8/2016,10.86
21/8/2016,9.05
22/8/2016,9.52
23/8/2016,7.59
24/8/2016,11.95
25/8/2016,35.48
26/8/2016,56.53
27/8/2016,30.45
28/8/2016,63.42
29/8/2016,69.87
30/8/2016,35.89
31/8/2016,27.44
1/9/2016,168.53
2/9/2016,18.93
3/9/2016,10.06
4/9/2016,72.09
5/9/2016,15.23
6/9/2016,7.95
7/9/2016,5.82
8/9/2016,5.07
9/9/2016,6.24
10/9/2016,19.32
11/9/2016,26.35
12/9/2016,31.14
13/9/2016,42.62
14/9/2016,10.83
15/9/2016,10.04
16/9/2016,6.44
17/9/2016,9.97
18/9/2016,44.27
19/9/2016,39.09
20/9/2016,14.73
21/9/2016,5.15
22/9/2016,5.16
23/9/2016,6.13
24/9/2016,10.03
25/9/2016,8.79
26/9/2016,10.09
27/9/2016,7.48
28/9/2016,35.57
29/9/2016,5.44
30/9/2016,13.1
1/10/2016,29.51
2/10/2016,44.86
3/10/2016,69.12
4/10/2016,42.12
5/10/2016,11.38
6/10/2016,21.19
7/10/2016,23.98
8/10/2016,21.11
9/10/2016,18.5
10/10/2016,19.95
11/10/2016,7.16
12/10/2016,6
13/10/2016,20.45
14/10/2016,12.45
15/10/2016,9.99
16/10/2016,97.64
17/10/2016,141.07
18/10/2016,7.03
19/10/2016,5.75
20/10/2016,5.12
21/10/2016,12.78
22/10/2016,9.91
23/10/2016,26.04
24/10/2016,20.53
25/10/2016,22.55
26/10/2016,11.18
27/10/2016,25.45
28/10/2016,43.9
29/10/2016,57.63
30/10/2016,33.92
31/10/2016,20.12
1/11/2016,13.8
2/11/2016,5.32
3/11/2016,34.08
4/11/2016,36.47
5/11/2016,48.76
6/11/2016,25.79
7/11/2016,34.13
8/11/2016,83.62
9/11/2016,203.15
10/11/2016,221.84
11/11/2016,60.43
12/11/2016,99.72
13/11/2016,98.99
14/11/2016,154.75
15/11/2016,28.32
16/11/2016,40.1
17/11/2016,59.36
18/11/2016,34.71
19/11/2016,30.95
20/11/2016,54.65
21/11/2016,19.03
22/11/2016,7.26
23/11/2016,5.67
24/11/2016,7.88
25/11/2016,40.87
26/11/2016,11.39
27/11/2016,57.98
28/11/2016,10.59
29/11/2016,15.54
30/11/2016,16.72
1/12/2016,36.3
2/12/2016,6.31
3/12/2016,30.79
4/12/2016,63.08
5/12/2016,19.3
6/12/2016,7.18
7/12/2016,26.92
8/12/2016,21.6
9/12/2016,31.14
10/12/2016,10.36
11/12/2016,18.85
12/12/2016,46.62
13/12/2016,28.98
14/12/2016,5.44
15/12/2016,372.23
16/12/2016,12.68
17/12/2016,21.63
18/12/2016,19.19
19/12/2016,10.92
20/12/2016,51.85
21/12/2016,5.45
22/12/2016,22.03
23/12/2016,14.42
24/12/2016,25.29
25/12/2016,35.13
26/12/2016,34.13
27/12/2016,64.09
28/12/2016,46.4
29/12/2016,38.07
30/12/2016,52.94
31/12/2016,57.57
1/1/2017,170.26
2/1/2017,15.89
3/1/2017,24.4
4/1/2017,17.46
5/1/2017,84.05
6/1/2017,7.07
7/1/2017,32.15
8/1/2017,66.65
9/1/2017,45.66
10/1/2017,21.34
11/1/2017,45.1
12/1/2017,5.31
13/1/2017,127.1
14/1/2017,10.49
15/1/2017,85.55
16/1/2017,41.34
17/1/2017,145.98
18/1/2017,16.18
19/1/2017,5.23
20/1/2017,53.09
21/1/2017,29.13
22/1/2017,95.6
23/1/2017,59.46
24/1/2017,27.5
25/1/2017,5.35
26/1/2017,19.13
27/1/2017,24.45
28/1/2017,52.56
29/1/2017,36.9
30/1/2017,17.26
31/1/2017,15.24
1/2/2017,27.34
2/2/2017,9.94
3/2/2017,18.8
4/2/2017,9.7
5/2/2017,36.97
6/2/2017,35.2
7/2/2017,13.9
8/2/2017,5.48
9/2/2017,25.02
10/2/2017,12.65
11/2/2017,20.12
12/2/2017,37.06
13/2/2017,9.29
14/2/2017,34.3
15/2/2017,11.02
16/2/2017,5.08
17/2/2017,100.31
18/2/2017,19.96
19/2/2017,8.77
20/2/2017,8.26
21/2/2017,27.86
22/2/2017,58.98
23/2/2017,4.94
24/2/2017,6.19
25/2/2017,18.4
26/2/2017,25.89
27/2/2017,18.13
28/2/2017,20.93
1/3/2017,16.02
2/3/2017,15.18
3/3/2017,23.94
4/3/2017,29.29
5/3/2017,26.65
6/3/2017,9.44
7/3/2017,20.76
8/3/2017,16.34
9/3/2017,21.77
10/3/2017,5.95
11/3/2017,30.21
12/3/2017,9.18
13/3/2017,8.24
14/3/2017,99.89
15/3/2017,15.9
16/3/2017,20.87
17/3/2017,6.33
18/3/2017,10.42
19/3/2017,8.96
20/3/2017,101.07
21/3/2017,21.68
22/3/2017,5.4
23/3/2017,10.65
24/3/2017,12.99
25/3/2017,10.88
26/3/2017,8.92
27/3/2017,8.73
28/3/2017,6.73
29/3/2017,10.29
30/3/2017,5.11
31/3/2017,5.99
1/4/2017,10.54
2/4/2017,9.2
3/4/2017,50.65
4/4/2017,6.5
5/4/2017,4.94
6/4/2017,15.45
7/4/2017,17.26
8/4/2017,53.49
9/4/2017,72.98
10/4/2017,9.12
11/4/2017,7.33
12/4/2017,10.98
13/4/2017,9.8
14/4/2017,43.77
15/4/2017,10.85
16/4/2017,19
17/4/2017,108.62
18/4/2017,53.55
19/4/2017,5.1
20/4/2017,14.66
21/4/2017,5.84
22/4/2017,30.95
23/4/2017,26.98
24/4/2017,29.85
25/4/2017,49.13
26/4/2017,14.59
27/4/2017,10.68
28/4/2017,6.1
29/4/2017,10.86
30/4/2017,9.06
1/5/2017,8.53
2/5/2017,6.92
3/5/2017,5.18
4/5/2017,5.04
5/5/2017,24.46
6/5/2017,10.85
7/5/2017,27.45
8/5/2017,19.16
9/5/2017,7.69
10/5/2017,5.7
11/5/2017,21.78
12/5/2017,33.31
13/5/2017,44.27
14/5/2017,9.14
15/5/2017,97.64
16/5/2017,7.74
17/5/2017,35.32
18/5/2017,43.71
19/5/2017,20.21
20/5/2017,22.18
21/5/2017,37.06
22/5/2017,43.9
23/5/2017,7.75
24/5/2017,6.05
25/5/2017,5.65
26/5/2017,6.88
27/5/2017,11.94
28/5/2017,9.42
29/5/2017,16.63
30/5/2017,9.16
31/5/2017,302.37
1/6/2017,5.84
2/6/2017,7
3/6/2017,24.04
4/6/2017,29.99
5/6/2017,11.26
6/6/2017,8
7/6/2017,6.05
8/6/2017,17.41
9/6/2017,7.2
10/6/2017,11.77
11/6/2017,38.4
12/6/2017,11.26
13/6/2017,8.25
14/6/2017,6.09
15/6/2017,5.87
16/6/2017,7.25
17/6/2017,11.99
18/6/2017,9.7
19/6/2017,11.63
20/6/2017,8.44
21/6/2017,12.25
22/6/2017,12.01
23/6/2017,7.24
24/6/2017,23.59
25/6/2017,19.53
26/6/2017,23.59
27/6/2017,8.73
28/6/2017,12.83
29/6/2017,6.14
30/6/2017,29.37
1/7/2017,36.46
2/7/2017,10.3
3/7/2017,24.26
4/7/2017,13.77
5/7/2017,28.52
6/7/2017,12.54
7/7/2017,45.94
8/7/2017,12.28
9/7/2017,20.39
10/7/2017,11.62
11/7/2017,17.21
12/7/2017,12.68
13/7/2017,6.23
14/7/2017,22.3
15/7/2017,11.92
16/7/2017,10.22
17/7/2017,34.73
18/7/2017,16.66
19/7/2017,6.43
20/7/2017,6.13
21/7/2017,7.41
22/7/2017,12.18
23/7/2017,50.31
24/7/2017,512.25
25/7/2017,148.18
26/7/2017,12.77
27/7/2017,5.9
28/7/2017,7.44
29/7/2017,12.25
30/7/2017,30.27
31/7/2017,11.81
1/8/2017,8.44
2/8/2017,12.55
3/8/2017,6.16
4/8/2017,7.29
5/8/2017,11.97
6/8/2017,19.95
7/8/2017,10.57
8/8/2017,16.59
9/8/2017,12.54
10/8/2017,12.49
11/8/2017,29.36
12/8/2017,12.18
13/8/2017,10.21
14/8/2017,35.02
15/8/2017,25.33
16/8/2017,18.79
17/8/2017,5.97
18/8/2017,43.2
19/8/2017,22.8
20/8/2017,19.52
21/8/2017,591.21
22/8/2017,32.5
23/8/2017,18.13
24/8/2017,5.93
25/8/2017,40.59
26/8/2017,10.79
27/8/2017,95.56
28/8/2017,31.7
29/8/2017,7.92
30/8/2017,11.61
31/8/2017,16.26
1/9/2017,6.29
2/9/2017,19.14
3/9/2017,27.86
4/9/2017,29.62
5/9/2017,8.12
6/9/2017,23.38
7/9/2017,5.4
8/9/2017,6.47
9/9/2017,9
10/9/2017,8.8
11/9/2017,10.3
12/9/2017,7.75
13/9/2017,5.85
14/9/2017,5.45
15/9/2017,6.33
16/9/2017,9.37
17/9/2017,44.33
18/9/2017,10
19/9/2017,7.65
20/9/2017,5.73
21/9/2017,5.38
22/9/2017,6.37
23/9/2017,9.21
24/9/2017,26.6
25/9/2017,10.25
26/9/2017,83.96
27/9/2017,5.75
28/9/2017,5.52
29/9/2017,57.78
30/9/2017,9.84
1/10/2017,26.44
2/10/2017,9.89
3/10/2017,7.65
4/10/2017,17.21
5/10/2017,5.38
6/10/2017,25.71
7/10/2017,9.39
8/10/2017,18.1
9/10/2017,20.5
10/10/2017,7.52
11/10/2017,21.89
12/10/2017,5.49
13/10/2017,6.21
14/10/2017,9.49
15/10/2017,8.64
16/10/2017,39.75
17/10/2017,7.63
18/10/2017,5.59
19/10/2017,27.07
20/10/2017,12.58
21/10/2017,9.69
22/10/2017,69.06
23/10/2017,77.31
24/10/2017,7.52
25/10/2017,5.64
26/10/2017,5.36
27/10/2017,12.4
28/10/2017,48.2
29/10/2017,51.93
30/10/2017,49.9
31/10/2017,31.12
1/11/2017,28.24
2/11/2017,27.31
3/11/2017,12.69
4/11/2017,9.22
5/11/2017,8.34
6/11/2017,10.1
7/11/2017,60.57
8/11/2017,105.19
9/11/2017,10.68
10/11/2017,24.84
11/11/2017,66.29
12/11/2017,86.1
13/11/2017,29.53
14/11/2017,7.65
15/11/2017,5.65
16/11/2017,11
17/11/2017,6.31
18/11/2017,19.87
19/11/2017,26.12
20/11/2017,9.94
21/11/2017,29.51
22/11/2017,5.79
23/11/2017,16.27
24/11/2017,15.26
25/11/2017,10.66
26/11/2017,9.19
27/11/2017,10.21
28/11/2017,374.38
29/11/2017,5.69
30/11/2017,5.55
1/12/2017,26.86
2/12/2017,10.26
3/12/2017,8.51
4/12/2017,20.41
5/12/2017,68.33
6/12/2017,5.84
7/12/2017,16.87
8/12/2017,6.67
9/12/2017,11
10/12/2017,9.57
11/12/2017,10.69
12/12/2017,7.93
13/12/2017,17.07
14/12/2017,22.81
15/12/2017,82.57
16/12/2017,87.35
17/12/2017,76.14
18/12/2017,41.47
19/12/2017,8.01
20/12/2017,5.56
21/12/2017,39.72
22/12/2017,7.34
23/12/2017,12.13
24/12/2017,54.87
25/12/2017,20.56
26/12/2017,41.35
27/12/2017,13.95
28/12/2017,12.77
29/12/2017,23.07
30/12/2017,47.6
31/12/2017,89.84
1/1/2018,16.72
2/1/2018,9.12
3/1/2018,12.52
4/1/2018,70.37
5/1/2018,34.79
6/1/2018,20.95
7/1/2018,47.03
8/1/2018,9.66
9/1/2018,7.52
10/1/2018,23.41
11/1/2018,5.75
12/1/2018,12.85
13/1/2018,10.71
14/1/2018,142.24
15/1/2018,11.35
16/1/2018,32.33
17/1/2018,11.59
18/1/2018,5.63
19/1/2018,20.46
20/1/2018,53.38
21/1/2018,28.1
22/1/2018,30.07
23/1/2018,36.23
24/1/2018,10.65
25/1/2018,31.49
26/1/2018,18.43
27/1/2018,30.72
28/1/2018,44.74
29/1/2018,44.75
30/1/2018,41.47
31/1/2018,27.74
1/2/2018,16.34
2/2/2018,25.71
3/2/2018,21
4/2/2018,9.29
5/2/2018,31.03
6/2/2018,129.13
7/2/2018,49.18
8/2/2018,54.51
9/2/2018,57.46
10/2/2018,159.9
11/2/2018,158.05
12/2/2018,48.26
13/2/2018,14.08
14/2/2018,5.3
15/2/2018,5.29
16/2/2018,12.44
17/2/2018,10.49
18/2/2018,27.1
19/2/2018,21.58
20/2/2018,75.14
21/2/2018,16.06
22/2/2018,10.99
23/2/2018,19.08
24/2/2018,10.07
25/2/2018,9.25
26/2/2018,10.01
27/2/2018,36.37
28/2/2018,15.99
1/3/2018,20.79
2/3/2018,18.36
3/3/2018,30.29
4/3/2018,8.93
5/3/2018,9.74
6/3/2018,29.91
7/3/2018,5.59
8/3/2018,16.63
9/3/2018,6.45
10/3/2018,10.44
11/3/2018,130.77
12/3/2018,29.17
13/3/2018,6.86
14/3/2018,16.5
15/3/2018,11
16/3/2018,6.33
17/3/2018,10.54
18/3/2018,9.48
19/3/2018,8.91
20/3/2018,22.31
21/3/2018,5.64
22/3/2018,5.38
23/3/2018,19.44
24/3/2018,10.74
25/3/2018,9.48
26/3/2018,10.25
27/3/2018,14.75
28/3/2018,5.79
29/3/2018,5.5
30/3/2018,6.81
31/3/2018,55.49
1/4/2018,29.31
2/4/2018,20.97
3/4/2018,37.57
4/4/2018,52.08
5/4/2018,56.15
6/4/2018,57.54
7/4/2018,194.4
8/4/2018,125.79
9/4/2018,30.52
10/4/2018,14.75
11/4/2018,20.97
12/4/2018,21.24
13/4/2018,18.55
14/4/2018,51.99
15/4/2018,18.53
16/4/2018,20.16
17/4/2018,7.17
18/4/2018,71.71
19/4/2018,5.32
20/4/2018,18.72
21/4/2018,10.28
22/4/2018,9.68
23/4/2018,27.74
24/4/2018,21.26
25/4/2018,5.38
26/4/2018,10.26
27/4/2018,6.16
28/4/2018,9.49
29/4/2018,8.98
30/4/2018,8.75
1/5/2018,7.04
2/5/2018,43.79
3/5/2018,21.44
4/5/2018,17.84
5/5/2018,20.91
6/5/2018,37.8
7/5/2018,10.16
8/5/2018,7.29
9/5/2018,10.89
10/5/2018,10.5
11/5/2018,6.42
12/5/2018,10.79
13/5/2018,37.47
14/5/2018,20.24
15/5/2018,14.96
16/5/2018,38.33
17/5/2018,15.86
18/5/2018,6.41
19/5/2018,10.71
20/5/2018,9.36
21/5/2018,10.48
22/5/2018,21.35
23/5/2018,238.98
24/5/2018,16.05
25/5/2018,6.38
26/5/2018,10.95
27/5/2018,19.82
28/5/2018,16.23
29/5/2018,35.31
30/5/2018,23.28
31/5/2018,15.62
1/6/2018,50.05
2/6/2018,11.19
3/6/2018,19.83
4/6/2018,10.61
5/6/2018,7.33
6/6/2018,5.54
7/6/2018,16.33
8/6/2018,6.71
9/6/2018,11.46
10/6/2018,9.97
11/6/2018,10.68
12/6/2018,7.28
