date,ind_prod_goods,bill_rates,equity_mkt_vol,unemployment,equity_mkt_uncertainty,equity_policy_uncertainty,ETF_DBA,ETF_GLD,ETF_USO
2008-04-15,106.19571333333332,1.09,0.92000,5.1866666666666665,46.94,119.2,35.7754020690918,91.66000366210938,731.52001953125
2008-04-16,106.17545,1.11,0.34000,5.2,34.48,85.36,35.90274429321289,93.2699966430664,737.2000122070312
2008-04-17,106.15518666666668,1.21,0.00000,5.213333333333334,19.05,90.72,35.7935905456543,92.55999755859376,738.9600219726562
2008-04-18,106.13492333333332,1.32,0.00000,5.226666666666667,18.88,28.76,35.347877502441406,90.62000274658205,750.3200073242188
2008-04-21,106.07413333333334,1.33,0.61000,5.266666666666667,113.89,149.86,34.019832611083984,90.25,755.0399780273438
2008-04-22,106.05387,1.26,0.00000,5.28,54.91,68.72,34.9294548034668,90.2699966430664,760.6400146484375
2008-04-23,106.03360666666669,1.24,0.00000,5.293333333333334,17.65,58.26,34.347293853759766,89.22000122070312,761.4400024414062
2008-04-24,106.01334333333332,1.24,0.29000,5.306666666666667,34.43,50.58,33.42857360839844,87.22000122070312,745.5999755859375
2008-04-25,105.99308,1.31,0.37000,5.32,19.1,67.92,33.49224853515625,87.2699966430664,765.280029296875
2008-04-28,105.93229,1.42,0.59000,5.36,50.58,88.62,33.5377311706543,87.69000244140625,765.52001953125
2008-04-29,105.91202666666666,1.44,1.42000,5.373333333333334,8.09,64.67,32.94648361206055,85.80999755859375,743.9199829101562
2008-04-30,105.89176333333332,1.41,0.38000,5.386666666666667,89.92,80.74,33.29213333129883,86.6500015258789,740.0
2008-05-01,105.8715,1.42,0.00000,5.4,14.48,154.45,32.70088195800781,83.98999786376953,723.0399780273438
2008-05-02,105.86384838709677,1.47,1.46000,5.4064516129032265,18.72,78.45,33.082916259765625,84.58000183105469,747.2000122070312
2008-05-05,105.8408935483871,1.51,0.57000,5.425806451612903,19.4,77.59,32.937381744384766,86.2699966430664,773.9199829101562
2008-05-06,105.83324193548388,1.6,0.00000,5.432258064516129,31.37,116.49,33.373992919921875,86.62999725341797,787.0399780273438
2008-05-07,105.82559032258064,1.64,1.09000,5.438709677419355,6.22,97.19,33.61050033569336,85.81999969482422,798.4000244140625
2008-05-08,105.81793870967742,1.63,0.00000,5.445161290322581,4.87,50.12,33.7833251953125,87.23999786376953,805.280029296875
2008-05-09,105.8102870967742,1.66,0.00000,5.451612903225807,19.43,76.49,34.00164031982422,87.41999816894531,816.9600219726562
2008-05-12,105.78733225806452,1.74,0.00000,5.470967741935484,64.73,98.62,33.82881164550781,86.98999786376953,800.8800048828125
2008-05-13,105.77968064516128,1.8,0.48000,5.47741935483871,113.88,55.77,33.373992919921875,85.38999938964844,813.6799926757812
2008-05-14,105.77202903225806,1.79,0.38000,5.483870967741936,19.38,130.43,33.36490249633789,85.19999694824219,801.760009765625
2008-05-15,105.76437741935484,1.8,0.00000,5.490322580645161,4.92,159.26,32.99195861816406,87.0,801.6799926757812
2008-05-16,105.7567258064516,1.81,0.77000,5.496774193548387,13.15,110.23,33.56502151489258,89.0999984741211,818.1599731445312
2008-05-19,105.73377096774192,1.79,0.00000,5.516129032258064,52.54,72.05,32.83732604980469,89.38999938964844,822.4000244140625
2008-05-20,105.7261193548387,1.83,0.00000,5.52258064516129,16.1,49.07,33.019248962402344,90.9000015258789,834.4000244140625
2008-05-21,105.71846774193548,1.83,0.37000,5.529032258064516,31.97,63.32,33.41038131713867,91.95999908447266,866.47998046875
2008-05-22,105.71081612903224,1.83,0.00000,5.535483870967742,4.91,74.84,32.773651123046875,90.9800033569336,845.0399780273438
2008-05-23,105.70316451612904,1.82,0.00000,5.541935483870968,6.61,30.21,32.819129943847656,91.2300033569336,855.5999755859375
2008-05-27,105.67255806451612,1.86,1.12000,5.567741935483871,28.62,58.15,32.473472595214844,89.36000061035156,834.0800170898438
2008-05-28,105.6649064516129,1.86,0.00000,5.574193548387097,13.47,112.84,32.655399322509766,89.13999938964844,847.3599853515625
2008-05-29,105.65725483870968,1.87,0.00000,5.580645161290322,5.2,57.45,32.20058822631836,86.51000213623047,818.0800170898438
2008-05-30,105.64960322580644,1.85,0.39000,5.587096774193548,6.65,50.64,32.15510177612305,87.44999694824219,824.47998046875
2008-06-02,105.612,1.82,0.00000,5.6066666666666665,10.46,175.25,33.13749694824219,87.95999908447266,824.4000244140625
2008-06-03,105.5897,1.82,0.48000,5.613333333333333,16.49,97.33,32.60991668701172,86.87999725341797,805.2000122070312
2008-06-04,105.5674,1.81,0.40000,5.619999999999999,13.54,72.21,32.791839599609375,86.6500015258789,791.8400268554688
2008-06-05,105.5451,1.82,0.62000,5.626666666666666,15.78,96.16,33.73784637451172,86.44999694824219,831.5999755859375
2008-06-06,105.5228,1.81,1.19000,5.633333333333333,40.57,69.54,34.24723815917969,89.05999755859375,897.3599853515625
2008-06-09,105.4559,1.86,2.48000,5.653333333333333,63.46,64.46,34.40187072753906,87.98999786376953,872.4000244140625
2008-06-10,105.4336,1.98,0.00000,5.66,49.07,99.68,34.76572036743164,85.55000305175781,856.1599731445312
2008-06-11,105.4113,1.92,0.00000,5.666666666666666,6.64,83.44,36.71230697631836,87.0199966430664,887.9199829101562
2008-06-12,105.389,1.96,0.00000,5.673333333333333,15.28,126.07,36.29388427734375,85.5999984741211,890.1599731445312
2008-06-13,105.3667,1.95,0.00000,5.68,20.47,59.79,36.91242599487305,85.83000183105469,873.5999755859375
2008-06-16,105.2998,2.04,0.63000,5.699999999999999,64.77,82.24,36.9033317565918,87.01000213623047,871.9199829101562
2008-06-17,105.2775,1.96,0.48000,5.706666666666666,24.69,103.47,37.42181396484375,87.25,869.4400024414062
2008-06-18,105.2552,1.89,0.00000,5.713333333333333,6.44,58.83,37.59464263916016,88.27999877929688,887.1199951171875
2008-06-19,105.2329,1.87,0.00000,5.72,21.15,66.47,36.885135650634766,88.41999816894531,855.280029296875
2008-06-20,105.2106,1.83,0.41000,5.726666666666667,162.06,53.68,36.475807189941406,88.94999694824219,873.1199951171875
2008-06-23,105.1437,1.85,0.00000,5.746666666666666,10.98,171.46,36.61225128173828,87.08999633789062,887.3599853515625
2008-06-24,105.1214,1.8,0.00000,5.753333333333333,40.47,135.64,36.5303840637207,87.47000122070312,887.5999755859375
2008-06-25,105.0991,1.78,0.75000,5.76,6.39,126.57,37.294464111328125,87.41999816894531,868.0
2008-06-26,105.0768,1.7,0.00000,5.766666666666667,10.53,84.23,38.5770378112793,90.61000061035156,904.9600219726562
2008-06-27,105.0545,1.64,1.23000,5.773333333333333,42.08,42.74,37.94939422607422,91.47000122070312,910.0
2008-06-30,104.9876,1.87,0.00000,5.793333333333333,55.14,84.01,37.00338745117188,91.4000015258789,909.280029296875
2008-07-01,104.9653,1.84,0.00000,5.8,40.7,145.73,37.56734848022461,92.66000366210938,916.719970703125
2008-07-02,104.9046387096774,1.79,0.00000,5.809677419354839,13.59,72.47,38.28595352172852,93.16999816894533,934.719970703125
2008-07-03,104.84397741935484,1.81,0.00000,5.819354838709677,15.74,77.92,38.23138046264648,92.05999755859376,934.5599975585938
2008-07-07,104.60133225806452,1.84,3.16000,5.858064516129032,53.96,82.22,36.30297470092773,91.2300033569336,919.5999755859376
2008-07-08,104.54067096774192,1.83,0.00000,5.867741935483871,34.52,223.53,36.38484573364258,90.86000061035156,879.3599853515625
2008-07-09,104.48000967741936,1.79,0.00000,5.877419354838709,74.49,131.56,36.0755729675293,91.5,877.2000122070312
2008-07-10,104.41934838709678,1.64,0.31000,5.887096774193548,47.15,53.88,36.0755729675293,93.52999877929688,914.719970703125
2008-07-11,104.3586870967742,1.58,1.66000,5.896774193548387,42.51,107.95,36.73050308227539,95.16000366210938,939.1199951171876
2008-07-14,104.17670322580643,1.5,0.00000,5.925806451612903,236.35,49.1,35.648048400878906,95.91000366210938,939.8400268554688
2008-07-15,104.11604193548388,1.37,0.99000,5.935483870967742,337.31,195.94,35.33877944946289,96.16999816894533,899.1199951171875
2008-07-16,104.05538064516128,1.35,0.40000,5.945161290322581,107.94,285.23,35.87545394897461,94.44000244140624,874.0
2008-07-17,103.99471935483872,1.4,0.00000,5.954838709677419,73.46,77.94,34.201751708984375,94.22000122070312,844.239990234375
2008-07-18,103.93405806451612,1.45,0.00000,5.9645161290322575,49.06,82.75,33.73784637451172,94.16999816894533,835.52001953125
2008-07-21,103.75207419354838,1.46,1.26000,5.993548387096774,10.77,86.14,33.110206604003906,95.12000274658205,853.3599853515625
2008-07-22,103.6914129032258,1.52,2.49000,6.003225806451613,33.92,61.37,32.51895904541016,93.05999755859376,826.5599975585938
2008-07-23,103.63075161290324,1.56,0.00000,6.012903225806451,19.78,123.09,32.12781524658203,90.56999969482422,800.1599731445312
2008-07-24,103.57009032258064,1.62,0.31000,6.02258064516129,26.83,81.76,32.246070861816406,91.33000183105467,811.6799926757812
2008-07-25,103.50942903225808,1.71,0.40000,6.032258064516129,20.72,73.65,32.7099723815918,91.69000244140624,794.1599731445312
2008-07-28,103.32744516129031,1.7,0.00000,6.0612903225806445,20.55,43.06,32.84642028808594,91.7300033569336,804.3200073242188
2008-07-29,103.26678387096774,1.69,1.48000,6.070967741935483,33.67,64.12,32.891902923583984,90.58999633789062,784.3200073242188
2008-07-30,103.20612258064516,1.67,0.00000,6.080645161290322,12.97,71.61,33.464962005615234,89.5199966430664,817.0399780273438
2008-07-31,103.1454612903226,1.65,0.00000,6.090322580645161,5.06,65.51,33.192073822021484,90.08000183105467,799.9199829101562
2008-08-01,103.0848,1.63,0.39000,6.1,6.7,79.1,32.655399322509766,89.56999969482422,808.3200073242188
2008-08-04,103.01523870967742,1.72,0.00000,6.1,20.81,79.26,30.98169708251953,88.13999938964844,780.1599731445312
2008-08-05,102.99205161290324,1.72,0.00000,6.1,33.38,73.11,31.19091033935547,86.08000183105469,764.719970703125
2008-08-06,102.96886451612905,1.61,0.00000,6.1,25.34,74.81,30.563268661499023,86.63999938964844,763.3599853515625
2008-08-07,102.94567741935484,1.63,0.00000,6.1,72.57,39.49,31.19091033935547,86.08999633789062,771.52001953125
2008-08-08,102.92249032258064,1.67,0.00000,6.1,27.76,55.52,30.081167221069336,84.43000030517578,741.4400024414062
2008-08-11,102.85292903225806,1.84,0.60000,6.1,20.64,86.48,30.3631534576416,81.12999725341797,740.0800170898438
2008-08-12,102.82974193548388,1.83,0.48000,6.1,40.93,43.65,30.69971466064453,80.5199966430664,731.9199829101562
2008-08-13,102.80655483870969,1.82,0.00000,6.1,18.86,91.02,32.4461784362793,81.55999755859375,750.0
2008-08-14,102.78336774193548,1.85,0.00000,6.1,87.51,92.16,32.32793426513672,79.3499984741211,741.9199829101562
2008-08-15,102.76018064516128,1.81,0.00000,6.1,87.13,86.8,31.136329650878903,77.62999725341797,734.4000244140625
2008-08-18,102.69061935483872,1.79,0.00000,6.1,41.06,70.39,32.773651123046875,78.80000305175781,730.0800170898438
2008-08-19,102.66743225806452,1.77,0.00000,6.1,32.96,65.92,32.49167251586914,80.43000030517578,741.9199829101562
2008-08-20,102.64424516129031,1.68,1.10000,6.1,43.86,50.12,33.01015090942383,80.05999755859375,751.8400268554688
2008-08-21,102.62105806451612,1.69,0.61000,6.1,41.68,51.6,34.23814010620117,82.30000305175781,785.6799926757812
2008-08-22,102.59787096774194,1.67,0.82000,6.1,56.03,82.71,33.519535064697266,81.08000183105469,740.3200073242188
2008-08-25,102.52830967741936,1.71,0.00000,6.1,20.79,87.11,33.310325622558594,80.93000030517578,744.7999877929688
2008-08-26,102.50512258064516,1.68,0.00000,6.1,15.54,147.96,33.346710205078125,81.2300033569336,751.2000122070312
2008-08-27,102.48193548387096,1.64,0.00000,6.1,5.81,101.81,32.746360778808594,81.36000061035156,765.280029296875
2008-08-28,102.45874838709678,1.71,0.29000,6.1,4.88,55.81,32.31884002685547,82.18000030517578,747.1199951171875
2008-08-29,102.43556129032258,1.69,0.38000,6.1,6.52,114.16,32.17329788208008,81.70999908447266,742.9600219726562
2008-09-02,102.37517666666666,1.69,0.00000,6.113333333333333,89.39,91.93,31.518373489379883,79.19999694824219,713.52001953125
2008-09-03,102.38435333333334,1.67,0.37000,6.126666666666666,56.34,33.39,30.98169708251953,78.88999938964844,707.52001953125
2008-09-04,102.39353,1.66,0.60000,6.14,20.35,56.18,30.881637573242188,78.38999938964844,696.1599731445312
2008-09-05,102.40270666666666,1.65,0.00000,6.153333333333333,25.79,58.95,30.017498016357425,78.9800033569336,688.47998046875
2008-09-08,102.43023666666669,1.69,0.59000,6.193333333333333,60.82,158.3,30.06297492980957,78.86000061035156,687.4400024414062
2008-09-09,102.43941333333332,1.63,0.46000,6.206666666666666,62.24,91.86,29.644550323486328,76.48999786376953,658.7999877929688
2008-09-10,102.44859,1.62,0.35000,6.22,47.94,127.81,29.42624282836914,74.22000122070312,663.760009765625
2008-09-11,102.45776666666669,1.58,0.29000,6.233333333333333,9.82,52.37,29.23522186279297,73.08000183105469,651.9199829101562
2008-09-12,102.46694333333332,1.46,0.00000,6.246666666666666,38.74,98.38,30.14484405517578,75.55000305175781,651.9199829101562
2008-09-15,102.49447333333332,1.03,1.68000,6.286666666666666,353.92,94.73,29.92653465270996,77.55999755859375,610.4000244140625
2008-09-16,102.50365,0.84,1.35000,6.3,176.6,307.09,28.83498954772949,76.79000091552734,599.9199829101562
2008-09-17,102.51282666666668,0.03,1.40000,6.3133333333333335,155.16,293.23,29.744611740112305,85.45999908447266,620.0
2008-09-18,102.52200333333332,0.23,0.57000,6.326666666666666,224.64,212.06,28.63487243652344,82.80000305175781,633.3599853515625
2008-09-19,102.53118,0.97,1.51000,6.34,199.51,316.24,29.562685012817383,85.9800033569336,661.0399780273438
2008-09-22,102.55871,1.29,0.58000,6.38,228.69,185.58,30.272188186645508,89.18000030517578,700.9600219726562
2008-09-23,102.56788666666668,0.81,0.96000,6.3933333333333335,236.49,279.56,30.29038619995117,88.31999969482422,689.0399780273438
2008-09-24,102.57706333333331,0.5,1.43000,6.406666666666666,115.97,253.41,30.05388069152832,86.70999908447266,678.8800048828125
2008-09-25,102.58624,0.75,0.85000,6.42,385.31,216.48,30.00840187072754,86.44999694824219,693.52001953125
2008-09-26,102.59541666666668,0.86,0.38000,6.433333333333334,154.32,320.84,29.67184066772461,86.63999938964844,689.6799926757812
2008-09-29,102.62294666666666,0.96,3.54000,6.473333333333334,1117.23,333.55,27.488750457763672,89.56999969482422,616.719970703125
2008-09-30,102.63212333333334,0.9,0.48000,6.486666666666666,504.44,626.03,27.47965240478516,85.06999969482422,656.0800170898438
2008-10-01,102.6413,0.84,2.48000,6.5,272.19,361.73,27.288633346557617,85.97000122070312,636.719970703125
2008-10-02,102.61360322580646,0.62,1.13000,6.509677419354839,192.94,266.41,25.92420196533203,82.33000183105469,606.5599975585938
2008-10-03,102.5859064516129,0.5,18.00000,6.519354838709678,111.06,340.91,25.578548431396484,82.58999633789062,602.0
2008-10-06,102.50281612903224,0.54,0.57000,6.548387096774194,459.7,361.39,23.37726402282715,84.27999877929688,572.8800048828125
2008-10-07,102.47511935483872,0.81,0.46000,6.558064516129032,274.72,236.2,23.88665199279785,87.2699966430664,579.9199829101562
2008-10-08,102.44742258064517,0.67,0.72000,6.567741935483871,373.6,212.29,24.39603805541992,89.41999816894531,578.0800170898438
2008-10-09,102.4197258064516,0.58,1.15000,6.577419354838709,245.39,317.8,24.09586334228516,89.9000015258789,556.7999877929688
2008-10-10,102.39202903225808,0.24,1.14000,6.587096774193548,291.02,184.75,22.740528106689453,83.22000122070312,532.0
2008-10-14,102.28124193548388,0.34,1.89000,6.625806451612903,257.6,171.71,23.97761344909668,82.19999694824219,520.239990234375
2008-10-15,102.25354516129032,0.22,0.35000,6.635483870967742,271.99,262.46,22.53131675720215,83.30999755859375,485.8399963378906
2008-10-16,102.22584838709678,0.45,1.20000,6.645161290322581,158.38,307.48,22.54950714111328,79.29000091552734,474.7200012207031
2008-10-17,102.19815161290325,0.8,1.09000,6.654838709677419,236.39,194.3,23.222627639770508,77.20999908447266,474.9599914550781
2008-10-20,102.1150612903226,1.24,1.18000,6.683870967741935,230.8,179.65,23.759302139282227,78.5,494.3999938964844
2008-10-21,102.08736451612904,1.09,0.93000,6.693548387096774,197.4,189.48,23.086181640625,76.02999877929688,470.1600036621094
2008-10-22,102.05966774193548,1.03,0.72000,6.703225806451613,154.31,195.14,22.403966903686523,71.70999908447266,439.4400024414063
2008-10-23,102.03197096774194,0.96,0.29000,6.712903225806452,125.66,224.01,22.57679557800293,70.6500015258789,452.7999877929688
2008-10-24,102.0042741935484,0.86,0.74000,6.72258064516129,156.97,191.34,21.9946403503418,72.20999908447266,424.0
2008-10-27,101.92118387096777,0.84,1.73000,6.751612903225806,275.38,239.75,22.17656135559082,72.18000030517578,406.7999877929688
2008-10-28,101.8934870967742,0.76,0.43000,6.761290322580645,161.95,215.9,22.51312255859375,73.79000091552734,425.760009765625
2008-10-29,101.86579032258064,0.61,2.05000,6.770967741935484,93.15,283.86,23.904842376708984,74.0,445.4400024414063
2008-10-30,101.8380935483871,0.4,1.11000,6.780645161290322,61.32,255.12,23.60466766357422,72.70999908447266,432.0
2008-10-31,101.81039677419356,0.44,0.37000,6.790322580645161,132.24,215.88,23.37726402282715,71.33999633789062,444.7200012207031
2008-11-03,101.64289333333332,0.49,0.58000,6.833333333333333,278.65,231.23,24.059480667114254,71.0999984741211,419.9200134277344
2008-11-04,101.57299,0.48,1.34000,6.85,328.58,110.6,24.4597110748291,75.4800033569336,459.0400085449219
2008-11-05,101.50308666666668,0.39,0.65000,6.866666666666666,99.14,354.54,23.60466766357422,72.80000305175781,430.7200012207031
2008-11-06,101.43318333333332,0.31,1.17000,6.883333333333333,109.53,280.67,22.995222091674805,72.22000122070312,401.2000122070313
2008-11-07,101.36328,0.3,0.39000,6.9,52.76,170.82,22.86787414550781,72.5,400.3200073242188
2008-11-10,101.15357,0.29,3.70000,6.95,136.6,124.08,23.149858474731445,73.58000183105469,409.8399963378906
2008-11-12,101.01376333333332,0.18,2.19000,6.983333333333333,130.98,135.42,22.38577651977539,70.0,366.0
2008-11-13,100.94386,0.21,0.59000,7.0,65.44,195.57,22.649566650390625,72.1500015258789,392.0
2008-11-14,100.87395666666669,0.14,0.00000,7.016666666666667,56.71,148.8,22.913354873657227,73.30000305175781,369.4400024414063
2008-11-17,100.66424666666668,0.12,0.00000,7.066666666666666,116.36,195.75,22.69504737854004,72.6500015258789,361.2799987792969
2008-11-18,100.59434333333331,0.12,0.00000,7.083333333333333,255.6,252.53,22.57679557800293,72.51000213623047,358.1600036621094
2008-11-19,100.52444,0.07,1.03000,7.1,241.07,232.93,22.604084014892575,72.26000213623047,346.0799865722656
